id_transicion,nivel,anio_t,anio_t_menos_1,anio_t_menos_2,fecha_inicio_vc,fecha_fin_vc,fecha_inicio_vl,tipo_eleccion_t,tipo_eleccion_t_menos_1,delta_v,gana_oficialismo,share_oficialismo,agrupacion_oficialismo,continuidad_oficialismo,delta_posicion_ideologica,distancia_oficialismo_alternativa,delta_dispersion_economico_mu,delta_dispersion_progresismo_mu,delta_sigma2_economico,delta_sigma2_progresismo,magnitud_desplazamiento_ideologico,cuadrante_desplazamiento,dispersion_cobertura_share_min,participacion_pct_t,participacion_pct_t_menos_1,participacion_relevante_t,voto_exit_ausentismo_pct_t,voto_exit_ausentismo_pct_t_menos_1,voto_exit_blanco_nulo_pct_t,voto_exit_blanco_nulo_pct_t_menos_1,delta_participacion_pct,delta_voto_exit_ausentismo_pct,delta_voto_exit_blanco_nulo_pct,desocupacion_cobertura_parcial,desocupacion_delta_nivel,desocupacion_delta_pendiente,desocupacion_final_vc,desocupacion_nivel_vc,desocupacion_nivel_vl,desocupacion_pendiente_vc,desocupacion_pendiente_vl,desocupacion_volatilidad_vc,desocupacion_volatilidad_vl,emae_cobertura_parcial,emae_delta_nivel,emae_delta_pendiente,emae_final_vc,emae_nivel_vc,emae_nivel_vl,emae_pendiente_vc,emae_pendiente_vl,emae_volatilidad_vc,emae_volatilidad_vl,hacinamiento_medio_cobertura_parcial,hacinamiento_medio_delta_nivel,hacinamiento_medio_nivel_vc,icc_cobertura_parcial,icc_delta_nivel,icc_delta_pendiente,icc_final_vc,icc_nivel_vc,icc_nivel_vl,icc_pendiente_vc,icc_pendiente_vl,icc_volatilidad_vc,icc_volatilidad_vl,icg_cobertura_parcial,icg_delta_nivel,icg_delta_pendiente,icg_final_vc,icg_nivel_vc,icg_nivel_vl,icg_pendiente_vc,icg_pendiente_vl,icg_volatilidad_vc,icg_volatilidad_vl,ipc_acum_vc,ipc_acum_vl,ipc_cobertura_parcial,ipc_delta_nivel,ipc_delta_pendiente,ipc_final_vc,ipc_nivel_vc,ipc_nivel_vl,ipc_pendiente_vc,ipc_pendiente_vl,ipc_volatilidad_vc,ipc_volatilidad_vl,pct_hogares_ayuda_social_gobierno_cobertura_parcial,pct_hogares_ayuda_social_gobierno_delta_nivel,pct_hogares_ayuda_social_gobierno_nivel_vc,pct_hogares_prestamo_bancario_cobertura_parcial,pct_hogares_prestamo_bancario_delta_nivel,pct_hogares_prestamo_bancario_nivel_vc,pct_hogares_vendio_pertenencias_cobertura_parcial,pct_hogares_vendio_pertenencias_delta_nivel,pct_hogares_vendio_pertenencias_nivel_vc,pct_sin_cobertura_salud_cobertura_parcial,pct_sin_cobertura_salud_delta_nivel,pct_sin_cobertura_salud_nivel_vc,reservas_cobertura_parcial,reservas_delta_nivel,reservas_delta_pendiente,reservas_final_vc,reservas_nivel_vc,reservas_nivel_vl,reservas_pendiente_vc,reservas_pendiente_vl,reservas_volatilidad_vc,reservas_volatilidad_vl,resultado_fiscal_cobertura_parcial,resultado_fiscal_delta_nivel,resultado_fiscal_delta_pendiente,resultado_fiscal_final_vc,resultado_fiscal_nivel_vc,resultado_fiscal_nivel_vl,resultado_fiscal_pendiente_vc,resultado_fiscal_pendiente_vl,resultado_fiscal_volatilidad_vc,resultado_fiscal_volatilidad_vl,salario_real_cobertura_parcial,salario_real_delta_nivel,salario_real_delta_pendiente,salario_real_final_vc,salario_real_nivel_vc,salario_real_nivel_vl,salario_real_pendiente_vc,salario_real_pendiente_vl,salario_real_volatilidad_vc,salario_real_volatilidad_vl,tasa_informalidad_cobertura_parcial,tasa_informalidad_delta_nivel,tasa_informalidad_delta_pendiente,tasa_informalidad_final_vc,tasa_informalidad_nivel_vc,tasa_informalidad_nivel_vl,tasa_informalidad_pendiente_vc,tasa_informalidad_pendiente_vl,tasa_informalidad_volatilidad_vc,tasa_informalidad_volatilidad_vl,tc_oficial_cobertura_parcial,tc_oficial_delta_nivel,tc_oficial_delta_pendiente,tc_oficial_final_vc,tc_oficial_nivel_vc,tc_oficial_nivel_vl,tc_oficial_pendiente_vc,tc_oficial_pendiente_vl,tc_oficial_volatilidad_vc,tc_oficial_volatilidad_vl
municipal_2021_2023,municipal,2023,2021,2019,2021-11-14,2023-10-22,2019-10-27,ejecutiva,legislativa,-7.9393182664885344,False,38.13533493518184,JUNTOS POR EL CAMBIO,ruptura,0.21653951126606485,1.866,0.21653951126606485,-0.13733227365514314,0.2596276350397182,0.14357502103681208,0.2564166791116314,derecha_conservador,100.0,73.62281736328855,70.30546216357769,False,26.214493698600368,29.592153947524036,5.98049650490464,3.185389177043032,3.3173551997108603,-3.377660248923668,2.7951073278616083,False,-0.03541044833806749,0.0005249123033364167,0.05879681602137896,0.06581128498885132,0.08451501849453714,-0.0005943730753012709,-0.0013175914970354498,0.005074559952937902,0.022015023275918137,False,14.223130445261262,-0.5399914246006944,150.74297129178183,149.5808583105462,142.15284992513526,0.04796865309519643,0.5279184233178055,6.684855439949951,10.662773895020532,False,0.08132668952359623,1.2377351100665501,False,-0.919210660256411,0.40040738480118915,42.7038,38.62215691666667,39.088078836734695,0.22080012086956527,-0.029047834183673484,3.0009142994888993,2.7023325466002928,False,-0.8009049789263654,0.02143415487773885,1.1575318376223247,1.2692565470933914,1.690464742329656,-0.016300893400026405,-0.03199882164293406,0.14614239816120264,0.5275623560244613,345.0331812969587,852.5356389094203,False,805.4706740384615,63.650122699739875,1997.7942,1193.5255625,779.0433102040815,75.58076943478261,35.28926473469388,559.4552220759172,567.5953672318514,False,0.008644429311231466,0.14362681587799384,False,-0.0359202986900069,0.0690039931150357,False,-0.004023242697973932,0.057389560604967034,False,0.0170371620704291,0.3104293764679636,False,-5714.887057315762,-478.73896998989943,28247.06505376344,36780.68261648745,39697.0913125425,-600.9342562211978,-263.69584370291585,5594.937811874274,5059.349583118636,False,2021.5700296598516,-273.5952243963212,-25614.84264566728,-28954.868525119946,-29921.54738516281,680.3016312076786,284.3942880313298,17598.059401249524,25107.28455832349,False,-504.65439268381306,-7.465917179691832,17156.223314606872,17371.718356327823,17628.037088454388,-38.14365488447826,-24.50861778147321,448.10542850483034,520.3591511115195,False,0.05512981018414698,0.002698160193180182,0.3615345180089328,0.34185114641729225,0.31333528776376113,0.002364517847159051,0.0019133831458165039,0.0451925315481881,0.05547804911263361,False,104.9407157051282,8.925361559643257,303.56668333333334,185.15875416666665,131.19426734693877,10.830648739130435,4.765632785714286,81.29933162481547,78.25684948732227
municipal_2023_2025,municipal,2025,2023,2021,2023-10-22,2025-09-07,2021-11-14,legislativa,ejecutiva,5.577706782112614,True,43.71304171729445,UNION POR LA PATRIA,continua,0.05922960664116894,,0.029894962005693526,-0.08986848984109594,0.8839345264989962,0.5685874248127831,0.0947103701800443,derecha_conservador,93.76544147428109,63.94280436172225,73.62281736328855,False,36.057195638277754,26.214493698600368,2.2022727592409965,5.98049650490464,-9.680013001566294,9.842701939677386,-3.778223745663644,False,0.0046145293680264765,0.0008365105160371861,0.07088119454707091,0.0704258143568778,0.06835511455952126,0.00024213744073591525,0.00010043236885119677,0.007362750615013277,0.0065414780986422566,False,-1.2602238047451522,0.5466933431139412,156.10906834616512,148.32063450580105,148.98131945879567,0.5946619962091376,0.04523629470285935,6.967539580427007,6.854590592559273,False,0.026172108938903538,1.2639072190054537,False,3.3122262083333354,0.008365049130434676,43.53342766666666,41.934383125000004,40.17542334042553,0.22916516999999995,0.1655451570305273,4.013356409485894,3.859982204623788,False,1.0959131717681885,0.023100753556127132,2.2709648410479226,2.36516971886158,1.8301583122699818,0.006799860156100729,0.033712517018675475,0.36700499722103175,0.6189649340384995,275.9241156716432,1572.9870512359728,False,5585.0500125,202.10042134782606,8959.495383333333,6778.575575,4017.7479638297873,277.68119078260867,225.22260149167437,2025.7224828506219,3208.776023125045,False,0.0023673675059976695,0.1459941833839915,False,0.051700979688797374,0.12070497280383308,False,0.034906891178861706,0.09229645178382874,False,0.010127969005476634,0.3205573454734402,False,-6442.255269523452,1306.07378668638,38733.35555555556,30338.427346964,33736.04311105551,705.1395304651821,-191.7468072395804,5712.008365582581,6423.733663739942,False,33457.68216681082,171.3026496749958,8946.449428326012,4502.813641690871,-11991.858190705865,851.6042808826744,1271.5092595910835,21277.770542065962,25894.980030095612,False,-2020.9385303505424,157.82761102466375,16538.82708926586,15350.77982597728,16350.778071190194,119.6839561401855,-53.65491303569454,1245.9191175762082,1391.6252213242317,False,0.03414652858369105,-0.0029021136679560277,0.34974014839136897,0.3759976750009833,0.3586973235617753,-0.0005375958207969771,0.0013327245859638208,0.030427206892899204,0.04225790954882973,False,792.1871000000001,22.11713060869565,1273.6666666666667,977.3458541666668,586.1725659574469,32.947779347826085,31.104166500925068,253.78074322631676,445.00701134648983
provincial_2001_2003,provincial,2003,2001,,2001-10-14,2003-04-27,,ejecutiva,legislativa,7.27133656793055,True,39.113591072140295,PARTIDO JUSTICIALISTA,continua,-0.007228981805507281,0.868,-0.02599172218877699,-0.4384411038059651,-0.37041954619021467,0.38551225532323397,0.43921085042258645,izquierda_conservador,92.48440431008159,72.05619257204731,76.6889636995211,False,27.943807427952695,23.311036300478907,13.379996772692298,20.849755674538024,-4.632771127473788,4.632771127473788,-7.469758901845726,True,,,0.19749999999999998,0.19749999999999998,,-0.007799999999999999,,0.012999999999999998,,True,,,,,,,,,,True,,,False,,,39.28887458333333,34.3004865,,0.4951392203508773,,3.99167490046541,,True,,,0.8141119579474131,0.7372254745827781,,-0.0115602385210425,,0.2652339801996356,,43.94892101978489,,False,,,66.58506666666666,58.99480631578947,,1.3847599999999998,,8.22357237281085,,True,,,True,,,True,,,True,,,True,,,10131.976376009574,10131.976376009574,,274.0634589492409,,425.57149416981724,,False,,,2335.218290970871,273.4254697627848,,344.79816378424283,,2499.1001711360823,,False,,,1339.3377418772006,1531.8039204258807,,-36.44216177534864,,220.34820359710645,,True,,,,,,,,,,False,,,3.2016666666666667,2.8626315789473686,,0.11389473684210527,,0.9616585332138036,
provincial_2003_2005,provincial,2005,2003,2001,2003-04-27,2005-10-23,2001-10-14,legislativa,ejecutiva,-10.281712273203912,True,28.831878798936383,PARTIDO JUSTICIALISTA,continua,-0.8778794194198142,,-0.9135079566013145,1.0660247082889596,0.14288330944369654,-0.7188060325057876,1.4038894064193483,izquierda_progresista,93.49740932642487,76.40178830954919,72.05619257204731,False,23.598211690450814,27.943807427952695,8.124212770080419,13.379996772692298,4.345595737501881,-4.345595737501881,-5.255784002611879,True,-0.06024741720066809,0.005658485401485437,0.11221637645329303,0.1372525827993319,0.14314206078762615,-0.0021415145985145614,-0.0025713402915652187,0.020609933332692034,0.027485208879027206,True,,,110.98649978953738,103.98694730678099,103.98694730678099,0.6808817687431669,0.6808817687431669,8.39189661276228,8.39189661276228,True,,1.1728502740353173,False,17.339826661458872,-0.4217102697863314,50.77691044854001,51.64031316145887,45.15167132867806,0.07342895056454592,0.5446024705048059,4.127160561227673,9.481288586336808,True,1.7688366927233221,0.0014500292396364047,2.2466046810150146,2.5060621673061,1.8773919772356749,-0.010110209281406095,0.04734073585619939,0.53761057972528,0.9724800601676564,17.728692203566943,69.46918215773823,False,12.479003361629886,-0.9697129838709675,77.6614,71.47380967741935,66.71867387755103,0.4150470161290323,0.545974418367347,3.893844024470322,8.546654451434446,True,,0.007556792281917788,True,,0.0853101817121711,True,,0.09683912484180258,True,,0.3614927231429067,True,7331.838054682401,208.42435824211367,24147.240067130926,17463.814430691975,16803.474482689686,482.48781719135457,472.1244212041101,4456.271306021676,4764.817860915414,False,5056.282055534093,-240.23883500979065,6928.171454066328,5329.707525296878,3387.7722192711212,104.5593287744522,192.9995204270982,3080.684595979313,3811.3603387957764,False,-15.110424885865314,43.88387855477643,1616.0192288175015,1516.6934955400154,1526.5492872644825,7.4417167794277965,-0.7957204103514405,92.03462417427424,150.644308265059,True,,,0.41075070980225714,0.4121701093291823,0.4121701093291823,0.00033962146412652434,0.00033962146412652434,0.01654333779841316,0.01654333779841316,False,0.057045840407470294,-0.11221328522920204,2.9090000000000003,2.919677419354839,2.899591836734694,0.0016814516129032271,0.00864795918367347,0.053200493166119064,0.5909597391238307
provincial_2005_2007,provincial,2007,2005,2003,2005-10-23,2007-10-28,2003-04-27,ejecutiva,legislativa,12.36672541543167,True,41.19860421436805,PARTIDO JUSTICIALISTA,continua_renombrada,0.3815588257737727,0.0,0.43220918137054803,-0.16378731711414196,0.7162380824458321,0.32157793131714063,0.4622024033996879,derecha_conservador,93.81763753881293,77.55281134248926,76.40178830954919,False,22.447188657510743,23.598211690450814,8.222041726458913,8.124212770080419,1.1510230329400741,-1.1510230329400706,0.09782895637849442,False,-0.0424858051449781,0.00084494191512207,0.0806633904223173,0.09476677765435379,0.11861171927440843,-0.0012965726833924914,-0.001646319243710834,0.011248288805949089,0.02736340266511892,True,16.578234387970895,0.29647634372998266,131.60625376311597,120.56518169475189,112.98655908115207,0.9773581124731495,0.7679288876221807,10.650828725430197,12.777158078644755,True,-0.08785359990328767,1.0849966741320296,False,3.3284596217485785,-0.26441094269023835,49.688641863855814,54.96877278320745,53.180844534381215,-0.19098199212569245,0.0856098680153994,4.16801981971605,4.455698612915019,False,-0.14437450232044347,-0.01406968059928778,1.9557547370592754,2.3616876649856566,2.446150442686948,-0.024179889880693875,-0.007915220860106948,0.2864855290385358,0.44856723369442414,19.78365839206242,41.01973449856327,False,16.188730322580653,0.2203315992555831,93.47975000000001,87.66254,78.68968363636364,0.6353786153846154,0.5701693434343434,4.686790814708219,9.238192187964284,True,0.008880016260159496,0.016436808542077283,True,0.02916738493418955,0.11447756664636065,True,-0.0334281653092587,0.06341095953254389,True,-0.054334988487861724,0.307157734655045,False,13586.80801372895,512.949621245435,42470.82849462366,31050.622444420926,23483.583594803476,995.4374384367895,545.4504165078982,7979.952239205541,9301.891953909531,False,484.964656287033,-7.928045499304659,7487.347469118401,5814.672181583911,5590.025724994486,96.63128327514754,41.36866547291113,2412.9171435962867,2794.811041014515,False,346.63144086565694,10.277587129573927,2044.7837592953229,1863.3249364056724,1670.8168553731666,17.719303909001724,12.331193313625558,132.45850466835049,208.0259585627983,True,-0.036810423007449744,-0.0024882768588159335,0.35332115227802635,0.37535968632173256,0.39544783005469497,-0.002148655394689409,-0.001249339663786616,0.023831625169332786,0.027131205846909,False,0.163082580645161,0.002886240694789083,3.1231666666666666,3.08276,2.992309090909091,0.00456769230769231,0.005123881673881674,0.041833280212449676,0.09573166060270155
provincial_2007_2009,provincial,2009,2007,2005,2007-10-28,2009-06-28,2005-10-23,legislativa,ejecutiva,-19.965878141276892,False,21.23272607309116,ALIANZA FRENTE PARA LA VICTORIA,continua,0.15650783418074374,,0.14172998713665327,-0.010679836820891464,-0.26460588960634257,-0.07156378104808803,0.14213179858243113,derecha_conservador,94.7579518007959,74.96061552460547,77.55281134248926,False,25.039384475394538,22.447188657510743,5.360753290543687,8.222041726458913,-2.592195817883791,2.5921958178837947,-2.8612884359152266,False,-0.014851257527367712,0.0016560641531351984,0.0855011292489517,0.07991552012698608,0.08827045989686527,0.0003594914697427069,-0.0006735400178695044,0.004858845400426924,0.011539960147492707,False,9.72293916660999,-1.3572255592406293,124.68696178315997,130.28812086136188,124.92810439547448,-0.3798674467674798,0.4496110514172949,8.795107345849184,11.013094979118497,False,-0.04839782484029542,1.0365988492917342,False,-11.805032910606364,-0.5273733573173971,39.155201,43.163739872601084,49.616761462082174,-0.7183553494430895,-0.49567169156300295,5.455943495866603,7.686943840973376,False,-0.8048420794804889,-0.011998129104162668,1.3755398193995159,1.5568455855051677,2.001281229654948,-0.03617801898485654,-0.03435366895044902,0.3147796899276321,0.5054809341199674,12.123623320198028,34.30577793466887,False,13.914498095238088,-0.08059082317682331,105.44833333333334,101.5770380952381,93.9926688888889,0.5547877922077921,0.6251561264822134,3.4778984954245264,8.226621729892372,False,0.010422515758663601,0.026859324300740884,False,-0.018365392504619715,0.09611217414174093,False,-0.025881186739226757,0.03752977279331713,False,-0.019000964535610343,0.28815677011943464,False,15888.12426694141,-981.4879029892402,46665.07781618024,46938.746711362335,38205.68494876208,13.949535447549366,696.3467106338392,1782.0722810997631,10059.915645160063,False,-1786.9021052951039,-387.4205922707782,1163.7587527286746,4027.770076288807,5071.503423500655,-290.7893089956306,-71.20180896026461,3939.437259354743,3287.8899912883735,False,526.0629609857583,8.79079093839777,2538.808694829446,2389.3878973914307,2103.0047672216037,26.510094847399493,23.121511817476012,177.6246514757403,309.3281591184693,True,-0.06069209729219299,0.0034356455865740512,0.3230221930955806,0.31466758902953956,0.3466556978733714,0.0012869901918846423,-0.0023109595807507357,0.010914055144046256,0.03571648919550325,False,0.23481142857142867,0.030849190809190814,3.6725,3.3175714285714286,3.191022222222222,0.035416883116883124,0.01215586297760211,0.26095202076791274,0.21483836301327153
provincial_2009_2011,provincial,2011,2009,2007,2009-06-28,2011-10-23,2007-10-28,ejecutiva,legislativa,24.406285990469993,True,45.639012063561154,ALIANZA FRENTE PARA LA VICTORIA,continua,-0.9846285822675847,1.871,-1.0071951227701275,0.7940281888996351,-0.8515903318685223,-0.5468058805702645,1.282545430033247,izquierda_progresista,96.44319001014136,78.92378459003056,74.96061552460547,False,21.040334609326923,25.039384475394538,9.909359256516433,5.360753290543687,3.9631690654250917,-3.9990498660676153,4.5486059659727465,False,-0.001805763064810978,-0.0010838673350021314,0.0715,0.0781097570621751,0.07869422626965943,-0.0007243758652594244,-0.00017218783500530472,0.006588384592790627,0.005868595679859777,False,8.14120427804329,1.3232783488357078,151.3115839179217,138.42932513940517,135.12629202210795,0.943410902068228,0.4060891414864166,11.778103127193432,11.370191845942296,False,0.0761235947627219,1.112722444054456,False,5.952802817054092,1.4879764405760945,57.29742816666667,49.116542689655176,46.747181169890254,0.7696210911330049,0.2779265964677657,6.830061097114742,6.908963895334384,False,0.23170408024184996,0.09498330222828955,2.4359795252482095,1.7885496657470177,1.6983958288114898,0.05880528324343301,0.01610669992407974,0.5303477694092317,0.46514981151613183,25.55148784379986,40.77287730288639,False,18.39916880131362,0.4300989072995972,131.275,119.97620689655172,112.36526122448979,0.9848866995073893,0.794089530612245,8.389512762028344,11.458788856499632,False,0.040178252108751464,0.06703757640949234,False,-0.00677464648997006,0.08933752765177087,False,-0.008322338089071929,0.0292074347042452,False,0.0020748967123068174,0.29023166683174145,False,2431.355300833937,214.2785408469099,50630.023118279576,49370.10201219627,48389.01032569322,228.22807629445924,120.0941551940909,2475.688229229593,2513.278290438068,False,-5316.0942481706315,120.16057058733657,-3662.573741936501,-1288.3241718818244,986.1963237109462,-170.62873840829405,-217.59897103545796,4590.525813966245,5083.408053162521,False,655.9660782498167,19.62048094582864,3658.6529194257105,3045.3539756412474,2773.1114467359184,46.13057579322813,31.139821835781312,402.99884595575406,465.32465292678114,False,-0.037624086692832126,-0.004261631739939573,0.25198202393660296,0.27704350233670744,0.2923065545435767,-0.002974641548054931,-0.0016265465645756603,0.03462938059735377,0.03306857890406966,False,0.6479458128078819,-0.020637572772055537,4.164333333333333,3.9655172413793105,3.691265306122449,0.014779310344827587,0.02521377551020408,0.1302181194023691,0.3802227294357767
provincial_2011_2013,provincial,2013,2011,2009,2011-10-23,2013-10-27,2009-06-28,legislativa,ejecutiva,-17.352598704954215,False,28.28641335860694,ALIANZA FRENTE PARA LA VICTORIA,continua,0.5704759817570995,,0.5704759817570995,-0.5403728461642647,0.2731299087110862,0.5842298288018183,0.7857771049307778,derecha_conservador,100.0,79.79840275292918,78.92378459003056,True,20.11004864827828,21.040334609326923,6.5993026318794685,9.909359256516433,0.8746181628986136,-0.9302859610486429,-3.3100566246369647,False,-0.006669757062175097,0.000742837403720963,0.06866666666666667,0.07144,0.07517326329817127,1.8461538461538607e-05,-0.00030307034866259983,0.0041036569057366365,0.0064319615603836275,False,8.318611338744432,-0.5638149573535364,153.18276632760654,146.7479364781496,142.22827997299416,0.3795959447146916,0.4279044890591334,7.740875201448949,10.9576294788898,False,-0.037752019975978435,1.0749704240784776,False,-1.4143128896551787,-1.049195611133005,47.35830683333333,47.7022298,48.28784728301886,-0.27957452,0.055374000886953705,4.814134683618992,5.887892481844476,False,0.20059084481206435,-0.09803643311863372,1.7333250641822815,1.989140510559082,1.867445965982833,-0.03923114987520071,0.011039710644656007,0.3759244837428857,0.46510677330348504,21.86915887850467,53.00854219468694,False,27.8281931034483,0.2434363774156878,159.545,147.80440000000002,132.84283018867924,1.228323076923077,1.0730898242218996,9.045296236166067,16.600919967250945,False,-0.009070690732251759,0.057966885677240586,False,-0.01877873872549078,0.07055878892628009,False,0.005247401136662881,0.03445483584090808,False,-0.061222917925416204,0.22900874890632525,False,-6093.163427159503,-759.4403864777871,36898.95579993483,43276.93858503677,46521.10110308457,-531.2123101833279,-190.06741919644148,4217.982277436371,4588.461389462753,False,-6558.570183935446,-125.41245388539119,-12081.974419142573,-7846.8943558172705,-4179.79338867228,-296.04119229368524,-242.32355112974116,6517.664567193167,6395.580569590816,False,1515.3089070579945,15.8583219220005,5157.3585050086585,4560.662882699242,3745.4143885796625,61.98889771522863,56.686801465805566,459.14307468613924,881.7466741878783,False,-0.021892899305051616,0.0038255541451725737,0.2628842089446713,0.2551506030316558,0.26748542529000063,0.0008509125971176428,-0.0010089793521016752,0.01691542409193169,0.029718243339594674,False,0.9000027586206896,0.05241299734748012,5.592333333333333,4.86552,4.384943396226415,0.0671923076923077,0.0348179325915175,0.5061589934661506,0.5797348337849197
provincial_2013_2015,provincial,2015,2013,2011,2013-10-27,2015-10-25,2011-10-23,ejecutiva,legislativa,0.5965140374837361,False,28.882927396090675,ALIANZA FRENTE PARA LA VICTORIA,ruptura,0.7328020813215507,3.0860000000000003,0.7328020813215507,-0.40541944486788295,1.1558725469067381,0.09796791207933864,0.837474666283213,derecha_conservador,100.0,79.45531748375943,79.79840275292918,True,20.435001006511282,20.11004864827828,4.978374117421299,6.5993026318794685,-0.34308526916974813,0.32495235823300206,-1.6209285144581695,True,-0.0031900000000000123,-0.00027672240802675585,0.0618,0.06824999999999999,0.06999999999999999,-0.00025826086956521726,-0.00012896222318714722,0.004811670594818754,0.004672235785364705,False,0.08405541892855695,-0.07358858251194267,153.84359233648317,146.83199189707815,146.7511071425453,0.30600736220274893,0.09352050251747299,9.384417248268777,8.59761546206919,True,0.11174797937089709,1.1867184034493747,False,-0.5780317333333329,0.942991771025641,55.721223333333334,47.124198066666665,47.32264442176871,0.6634172510256411,0.03322306431972793,7.0368237445452975,6.001226102586498,False,-0.24141283988952633,0.05327012126262371,1.9446577827135723,1.7477276706695557,1.867458345938702,0.014038971387423002,-0.010732008571527443,0.19369543702985825,0.3233374384119579,2.355828220858891,24.74018691588786,True,16.978933333333316,0.6916769230769246,,164.78333333333333,149.12814814814814,1.9200000000000017,1.2483211233211233,1.9345369816401399,9.918390082234204,True,0.014531283464010607,0.07249816914125119,True,-0.02363530877940495,0.04692348014687514,True,-0.011778075150257902,0.02267676069065018,True,0.028423085800537123,0.2574318347068624,False,-12786.19821302169,655.794373689714,32772.70376344086,30490.74037201508,36938.17850313406,124.58206350638609,-445.3549780190336,2357.1633351109353,7355.119907988488,True,-21855.55518545057,641.5659594193091,,-29702.44954126784,-9453.890553427711,345.52476712562384,-565.938361840166,347.8759480082871,8528.634010696567,True,706.4565239522017,-87.7791563370597,,5267.119406651444,4612.057858862069,-25.79025862183107,59.77879365370566,25.807311456195286,478.4333290614002,True,0.03789446572584698,-0.0014341090051701384,0.2670943576665604,0.2930450687575028,0.2724122609335668,-0.0005831964080524956,0.0013397249216933309,0.019035763570386506,0.026328518319295176,False,3.451559999999999,0.04658461538461538,9.255666666666666,8.317079999999999,6.605163265306123,0.11377692307692308,0.1296661224489796,0.9323974885566062,1.9119059681695774
provincial_2015_2017,provincial,2017,2015,2013,2015-10-25,2017-10-22,2013-10-27,legislativa,ejecutiva,19.476746562766035,True,48.35967395885671,CAMBIEMOS BUENOS AIRES,continua,-0.01965288310918037,3.08,-0.001893966841225267,-0.10253643923042899,0.05996441516379747,-0.25497693850526815,0.10255392961974259,izquierda_conservador,99.14513021881332,75.82201647529405,79.45531748375943,False,23.93463028489112,20.435001006511282,2.405735584117705,4.978374117421299,-3.6333010084653807,3.499629278379839,-2.572638533303594,True,0.017013157894736855,-0.00018384439359267767,0.0825,0.08526315789473685,0.07576744186046512,-0.0004421052631578949,0.0005028692237994565,0.006556100681071858,0.010206993889117975,False,0.40209634997287935,0.01496947326975967,154.1264661933916,147.23408824705103,147.0327781112207,0.3209768354725086,0.09548044509894897,8.824411694523127,9.111029879769719,True,-0.03502862001333318,1.1516897834360416,False,-0.4577188399999983,-0.9646405191025641,46.672666166666666,46.66647922666667,46.689893496598636,-0.301223268076923,0.03403433937074828,5.235666306888882,6.0303194102585795,False,0.7672306776046751,-0.00621790308218736,2.543321410814921,2.514958348274231,2.135890690647826,0.007821068305235643,0.02638645457978151,0.34102556709207704,0.47869091458525664,19.35279999999999,-26.777423312883432,True,-54.8873606060606,0.025019999999998488,114.74493333333334,109.89597272727273,121.65755,1.9450200000000002,-3.0235131868131866,6.467230622622162,24.062285922540212,True,0.0020845921667634187,0.07458276130801461,True,-0.006616828292510223,0.04030665185436492,True,-0.007637899209449378,0.015038861481200802,True,0.006816165393266016,0.2642480001001284,False,7471.135252327742,1084.9299958755741,48649.672298137295,37961.87562434282,34350.42788929825,1209.5120593819602,405.67989137277266,9392.191697832579,7786.803482061176,True,-680.0087505484626,-183.28668203951105,-32488.479130573727,-30382.458291816303,-30236.74213098449,162.2380850861128,32.163052789775676,16370.49764983407,14361.44394736159,True,15795.855900334558,123.70676371299739,21297.02969416815,21062.975306986,17678.149042628596,97.91650509116631,1192.7510215310103,359.41998108641667,6733.507866099565,True,0.044331789685038425,0.0036321671288582274,0.3551760498531897,0.3373768584425412,0.31410266885789606,0.0030489707208057317,0.0019011339810176366,0.02489324274807189,0.031216889163490625,False,6.7621600000000015,0.11257076923076922,17.10683333333333,15.07924,11.742081632653061,0.2263476923076923,0.2521234693877551,2.0066711713681444,3.7759243947494427
